,factors,cv_score,cv_score_std
1717,"['c44_bcc', 'vacancy_migration_energy_fcc', 'c11_fcc']",-323.4069682066848,161.85397727399555
1691,"['c44_bcc', 'c12_sc', 'vacancy_migration_energy_fcc']",-323.42223671802634,162.4652103856845
2629,"['c44_fcc', 'c12_fcc', 'unstable_stack_energy_fcc']",-323.5760167114202,118.21627494974928
383,"['c11_bcc', 'bulk_modulus_bcc', 'vacancy_migration_energy_fcc']",-323.5881210601627,138.06326772403258
2399,"['c12_sc', 'vacancy_migration_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-323.66943365537946,160.48196270041038
1625,"['c44_bcc', 'lattice_constant_bcc', 'vacancy_migration_energy_fcc']",-323.69596050748873,156.85508255386694
183,"['thermal_expansion_coeff_fcc', 'vacancy_migration_energy_fcc']",-323.9411474994938,163.99052408788503
1186,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'vacancy_migration_energy_fcc']",-324.21591776055476,153.33406075448397
2544,"['vacancy_migration_energy_fcc', 'unrelaxed_formation_potential_energy_fcc', 'extr_stack_fault_energy_fcc']",-324.2167279014882,150.5109486250385
1524,"['bulk_modulus_fcc', 'vacancy_migration_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-324.3002530030748,155.00463994731405
2293,"['c44_sc', 'vacancy_migration_energy_fcc', 'extr_stack_fault_energy_fcc']",-324.54383395899043,159.23901603505962
2401,"['c12_sc', 'vacancy_migration_energy_fcc', 'lattice_constant_sc']",-324.62230880669057,155.8022637071755
553,"['c11_bcc', 'vacancy_migration_energy_fcc', 'extr_stack_fault_energy_fcc']",-324.91305331913105,160.226524281692
2553,"['vacancy_migration_energy_fcc', 'c12_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-324.92533327675784,160.7202249697255
2643,"['c44_fcc', 'unstable_stack_energy_fcc', 'bulk_modulus_sc']",-325.2165116709481,111.8845696586006
2179,"['c12_bcc', 'vacancy_migration_energy_fcc', 'bulk_modulus_sc']",-325.27350678030797,158.47812856474656
2298,"['c44_sc', 'vacancy_migration_energy_fcc', 'relaxation_volume_fcc']",-325.3123125179648,149.05664957469347
1718,"['c44_bcc', 'vacancy_migration_energy_fcc', 'relaxation_volume_fcc']",-325.3879577678562,176.49086882304832
1535,"['bulk_modulus_fcc', 'c44_fcc', 'unstable_stack_energy_fcc']",-325.4732631502013,107.24327041636514
1486,"['bulk_modulus_fcc', 'c44_sc', 'vacancy_migration_energy_fcc']",-325.6110966007633,166.0339952635748
1716,"['c44_bcc', 'vacancy_migration_energy_fcc', 'lattice_constant_sc']",-325.63707488025756,162.1054836151663
2015,"['thermal_expansion_coeff_fcc', 'c12_sc', 'vacancy_migration_energy_fcc']",-325.67191404468326,158.16157315150716
231,"['c12_sc', 'vacancy_migration_energy_fcc']",-325.6780294202232,153.91117052641462
2542,"['vacancy_migration_energy_fcc', 'unrelaxed_formation_potential_energy_fcc', 'c12_fcc']",-325.6882794604033,159.0378364052979
257,"['vacancy_migration_energy_fcc', 'c11_fcc']",-326.0188571324277,169.0992754085459
554,"['c11_bcc', 'vacancy_migration_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-326.0891479742337,159.24306773666513
841,"['surface_energy_100_fcc', 'c44_fcc', 'unstable_stack_energy_fcc']",-326.1719005764764,127.64101009620342
1087,"['bulk_modulus_bcc', 'vacancy_migration_energy_fcc', 'relaxation_volume_fcc']",-326.5701095079157,167.53043267631998
258,"['vacancy_migration_energy_fcc', 'relaxation_volume_fcc']",-326.5810131622794,157.73327837031098
2175,"['c12_bcc', 'vacancy_migration_energy_fcc', 'c11_sc']",-326.62302937596604,140.89321096230375
2042,"['thermal_expansion_coeff_fcc', 'vacancy_migration_energy_fcc', 'relaxation_volume_fcc']",-326.7227150015494,157.07699574680373
2176,"['c12_bcc', 'vacancy_migration_energy_fcc', 'lattice_constant_sc']",-326.7488836305035,159.5750891996012
2554,"['vacancy_migration_energy_fcc', 'c12_fcc', 'c11_sc']",-326.79908830856704,142.63208761467416
2523,"['vacancy_migration_energy_fcc', 'relaxed_formation_potential_energy_fcc', 'c12_fcc']",-326.8033811118988,161.90856867208439
146,"['c44_bcc', 'vacancy_migration_energy_fcc']",-326.96511336858543,157.17923441659758
2529,"['vacancy_migration_energy_fcc', 'relaxed_formation_potential_energy_fcc', 'c11_fcc']",-327.05831916207416,155.85332587564284
1643,"['c44_bcc', 'thermal_expansion_coeff_fcc', 'vacancy_migration_energy_fcc']",-327.0772616624775,161.47901345711304
2173,"['c12_bcc', 'vacancy_migration_energy_fcc', 'extr_stack_fault_energy_fcc']",-327.0940561052541,164.23074173288418
548,"['c11_bcc', 'vacancy_migration_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-327.19978440106075,152.9381184197142
1260,"['lattice_constant_fcc', 'c12_bcc', 'vacancy_migration_energy_fcc']",-327.22170742018614,157.6346449441944
1086,"['bulk_modulus_bcc', 'vacancy_migration_energy_fcc', 'c11_fcc']",-327.25480912016445,151.99868030067594
1525,"['bulk_modulus_fcc', 'vacancy_migration_energy_fcc', 'c11_sc']",-327.32216692764973,140.27809327118646
2640,"['c44_fcc', 'unstable_stack_energy_fcc', 'lattice_constant_sc']",-327.3222438560467,125.95301564419519
2174,"['c12_bcc', 'vacancy_migration_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-327.43079032010377,169.9321248266033
1325,"['lattice_constant_fcc', 'c44_fcc', 'unstable_stack_energy_fcc']",-327.9013483355783,125.25323648162629
2573,"['vacancy_migration_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'lattice_constant_sc']",-328.0513031731531,157.63741945778895
1088,"['bulk_modulus_bcc', 'vacancy_migration_energy_fcc', 'bulk_modulus_sc']",-328.0727251409196,157.8511422718113
1045,"['bulk_modulus_bcc', 'c44_sc', 'vacancy_migration_energy_fcc']",-328.15888139947214,167.67755577154838
1984,"['thermal_expansion_coeff_fcc', 'c12_bcc', 'vacancy_migration_energy_fcc']",-328.1975784816058,166.16522495032444
2525,"['vacancy_migration_energy_fcc', 'relaxed_formation_potential_energy_fcc', 'extr_stack_fault_energy_fcc']",-328.2008412711023,158.28345390961232
2558,"['vacancy_migration_energy_fcc', 'c12_fcc', 'bulk_modulus_sc']",-328.5280410032606,163.6634613172522
83,"['bulk_modulus_bcc', 'vacancy_migration_energy_fcc']",-328.5359076301268,164.69235660221773
254,"['vacancy_migration_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-328.82598641657734,160.9273203535384
1676,"['c44_bcc', 'c44_sc', 'vacancy_migration_energy_fcc']",-328.9620115912197,151.97769969363944
1526,"['bulk_modulus_fcc', 'vacancy_migration_energy_fcc', 'lattice_constant_sc']",-329.2068957329835,154.05879210213817
2539,"['vacancy_migration_energy_fcc', 'cohesive_energy_fcc', 'c11_fcc']",-329.22615900486966,147.46861913328823
2548,"['vacancy_migration_energy_fcc', 'unrelaxed_formation_potential_energy_fcc', 'c11_fcc']",-329.4496897536625,151.69629775541065
555,"['c11_bcc', 'vacancy_migration_energy_fcc', 'c11_sc']",-329.5434222953775,137.19034809410377
2177,"['c12_bcc', 'vacancy_migration_energy_fcc', 'c11_fcc']",-329.6767692233388,166.64394978432898
2585,"['vacancy_migration_energy_fcc', 'c11_fcc', 'bulk_modulus_sc']",-329.78568340339285,146.79197374375534
1453,"['bulk_modulus_fcc', 'thermal_expansion_coeff_fcc', 'vacancy_migration_energy_fcc']",-330.25597361408694,157.7006433783861
531,"['c11_bcc', 'c12_sc', 'vacancy_migration_energy_fcc']",-330.28130102587215,159.0712526432329
516,"['c11_bcc', 'c44_sc', 'vacancy_migration_energy_fcc']",-330.3023812141472,150.48057005831882
2584,"['vacancy_migration_energy_fcc', 'c11_fcc', 'relaxation_volume_fcc']",-330.3859040065446,162.92221286332892
1311,"['lattice_constant_fcc', 'vacancy_migration_energy_fcc', 'c12_fcc']",-330.39165643178706,148.31089458314415
2402,"['c12_sc', 'vacancy_migration_energy_fcc', 'c11_fcc']",-330.5057106235852,145.63198480418976
2291,"['c44_sc', 'vacancy_migration_energy_fcc', 'c12_fcc']",-330.62375688373584,163.4282085684183
2398,"['c12_sc', 'vacancy_migration_energy_fcc', 'extr_stack_fault_energy_fcc']",-330.66943249753876,159.0365877363181
1085,"['bulk_modulus_bcc', 'vacancy_migration_energy_fcc', 'lattice_constant_sc']",-330.7903663663049,151.3571501466272
1060,"['bulk_modulus_bcc', 'c12_sc', 'vacancy_migration_energy_fcc']",-330.83199750180233,157.14367249274903
1081,"['bulk_modulus_bcc', 'vacancy_migration_energy_fcc', 'unstable_stack_energy_fcc']",-331.11750556880327,160.12261106684898
2575,"['vacancy_migration_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxation_volume_fcc']",-331.1884965565417,149.82192993975545
1711,"['c44_bcc', 'vacancy_migration_energy_fcc', 'c12_fcc']",-331.4008714332048,161.39740338270096
2555,"['vacancy_migration_energy_fcc', 'c12_fcc', 'lattice_constant_sc']",-331.4179756842929,150.6519295805239
2151,"['c12_bcc', 'c12_sc', 'vacancy_migration_energy_fcc']",-331.5198327460877,162.6048404824485
2050,"['thermal_expansion_coeff_fcc', 'c44_fcc', 'extr_stack_fault_energy_fcc']",-331.74095773483015,141.01025287298046
2170,"['c12_bcc', 'vacancy_migration_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-331.8274682734442,155.4558225980223
253,"['vacancy_migration_energy_fcc', 'extr_stack_fault_energy_fcc']",-331.9482993893859,159.17633057759903
1416,"['bulk_modulus_fcc', 'c44_bcc', 'vacancy_migration_energy_fcc']",-332.109680268167,154.65758696906198
1501,"['bulk_modulus_fcc', 'c12_sc', 'vacancy_migration_energy_fcc']",-332.1148662210215,162.59067310211427
2178,"['c12_bcc', 'vacancy_migration_energy_fcc', 'relaxation_volume_fcc']",-332.35228545270064,178.3465199632914
2570,"['vacancy_migration_energy_fcc', 'extr_stack_fault_energy_fcc', 'relaxation_volume_fcc']",-332.6157336436925,161.16470982038126
559,"['c11_bcc', 'vacancy_migration_energy_fcc', 'bulk_modulus_sc']",-332.80318444235326,149.65319683886037
2565,"['vacancy_migration_energy_fcc', 'unstable_stack_energy_fcc', 'bulk_modulus_sc']",-332.8185676119092,150.37836586722253
2169,"['c12_bcc', 'vacancy_migration_energy_fcc', 'cohesive_energy_fcc']",-333.0527220512357,147.08827176792124
1520,"['bulk_modulus_fcc', 'vacancy_migration_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-333.17761203030227,152.09524212569286
1518,"['bulk_modulus_fcc', 'vacancy_migration_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-333.2680568039032,150.7699442513247
2562,"['vacancy_migration_energy_fcc', 'unstable_stack_energy_fcc', 'lattice_constant_sc']",-333.57797086312445,144.91576764333766
2136,"['c12_bcc', 'c44_sc', 'vacancy_migration_energy_fcc']",-333.63031204694084,159.41475750695952
1012,"['bulk_modulus_bcc', 'thermal_expansion_coeff_fcc', 'vacancy_migration_energy_fcc']",-334.6421407923764,157.49580120048847
36,"['c11_bcc', 'vacancy_migration_energy_fcc']",-335.02061534535517,148.34373852682916
2411,"['c12_sc', 'c44_fcc', 'extr_stack_fault_energy_fcc']",-335.2730783489107,135.36160063576227
558,"['c11_bcc', 'vacancy_migration_energy_fcc', 'relaxation_volume_fcc']",-335.40653446085196,147.00295647951293
1897,"['lattice_constant_bcc', 'c44_fcc', 'extr_stack_fault_energy_fcc']",-335.60032829596605,116.91811623487462
2037,"['thermal_expansion_coeff_fcc', 'vacancy_migration_energy_fcc', 'extr_stack_fault_energy_fcc']",-335.8354978311006,153.0251436844931
955,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'vacancy_migration_energy_fcc']",-335.9641243259172,150.7624971275787
2642,"['c44_fcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-335.9719854727269,165.51575524655925
126,"['bulk_modulus_fcc', 'vacancy_migration_energy_fcc']",-336.36472993943374,149.2148165296175
2035,"['thermal_expansion_coeff_fcc', 'vacancy_migration_energy_fcc', 'c12_fcc']",-336.77848906967415,156.53992955089768
2551,"['vacancy_migration_energy_fcc', 'c12_fcc', 'unstable_stack_energy_fcc']",-337.4524443001639,175.39624021418345
2602,"['c44_fcc', 'relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-337.58253331848124,169.59003687276078
483,"['c11_bcc', 'thermal_expansion_coeff_fcc', 'vacancy_migration_energy_fcc']",-337.61273716837985,157.83342140700145
200,"['c12_bcc', 'vacancy_migration_energy_fcc']",-337.78380002377526,158.0531814888661
1080,"['bulk_modulus_bcc', 'vacancy_migration_energy_fcc', 'c12_fcc']",-337.9651941351355,157.35739255469414
1470,"['bulk_modulus_fcc', 'c12_bcc', 'vacancy_migration_energy_fcc']",-338.16499470883775,169.83043569714934
2168,"['c12_bcc', 'vacancy_migration_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-338.1666167750234,148.64637159147225
266,"['c44_fcc', 'extr_stack_fault_energy_fcc']",-338.7703859679922,120.62346922440958
2396,"['c12_sc', 'vacancy_migration_energy_fcc', 'c12_fcc']",-338.959230325398,152.00858061530377
1095,"['bulk_modulus_bcc', 'c44_fcc', 'extr_stack_fault_energy_fcc']",-339.0519655078044,129.70049982803408
251,"['vacancy_migration_energy_fcc', 'c12_fcc']",-339.3603680766844,155.7365515319614
2648,"['c44_fcc', 'extr_stack_fault_energy_fcc', 'relaxation_volume_fcc']",-339.36188422986055,117.1494152629007
2305,"['c44_sc', 'c44_fcc', 'unstable_stack_energy_fcc']",-339.7142547514778,161.52412054653306
552,"['c11_bcc', 'vacancy_migration_energy_fcc', 'unstable_stack_energy_fcc']",-339.8032732038968,168.6414351653745
1326,"['lattice_constant_fcc', 'c44_fcc', 'extr_stack_fault_energy_fcc']",-340.3667901251428,121.98919707869953
2557,"['vacancy_migration_energy_fcc', 'c12_fcc', 'relaxation_volume_fcc']",-340.3807462483304,148.3375293470698
2645,"['c44_fcc', 'extr_stack_fault_energy_fcc', 'c11_sc']",-340.4597263060042,117.939451894836
565,"['c11_bcc', 'c44_fcc', 'unstable_stack_energy_fcc']",-340.52659517844,195.10426871612577
1528,"['bulk_modulus_fcc', 'vacancy_migration_energy_fcc', 'relaxation_volume_fcc']",-340.62509036175135,158.44110019298952
2185,"['c12_bcc', 'c44_fcc', 'unstable_stack_energy_fcc']",-340.8532906651266,172.22997597565603
2171,"['c12_bcc', 'vacancy_migration_energy_fcc', 'c12_fcc']",-340.8727044538768,161.33310711764244
2647,"['c44_fcc', 'extr_stack_fault_energy_fcc', 'c11_fcc']",-341.12191498524004,114.71145148158267
2603,"['c44_fcc', 'relaxed_formation_potential_energy_fcc', 'extr_stack_fault_energy_fcc']",-341.1855695682183,117.63982801475056
557,"['c11_bcc', 'vacancy_migration_energy_fcc', 'c11_fcc']",-341.53941827036124,142.42319077249692
1712,"['c44_bcc', 'vacancy_migration_energy_fcc', 'unstable_stack_energy_fcc']",-341.5895784058694,212.87312877433538
2172,"['c12_bcc', 'vacancy_migration_energy_fcc', 'unstable_stack_energy_fcc']",-341.90007619980145,146.6584736583315
1536,"['bulk_modulus_fcc', 'c44_fcc', 'extr_stack_fault_energy_fcc']",-342.11657729641666,118.46395580712763
566,"['c11_bcc', 'c44_fcc', 'extr_stack_fault_energy_fcc']",-342.1547424211788,117.56008070955392
1726,"['c44_bcc', 'c44_fcc', 'extr_stack_fault_energy_fcc']",-342.26273210135,127.65247318692882
1661,"['c44_bcc', 'c12_bcc', 'c44_fcc']",-342.4629298206258,121.73859082296576
426,"['c11_bcc', 'bulk_modulus_fcc', 'vacancy_migration_energy_fcc']",-342.8631479966736,142.38757115470673
2049,"['thermal_expansion_coeff_fcc', 'c44_fcc', 'unstable_stack_energy_fcc']",-342.8825751370572,170.68177147078856
2292,"['c44_sc', 'vacancy_migration_energy_fcc', 'unstable_stack_energy_fcc']",-343.11646154097883,147.61636511748313
2622,"['c44_fcc', 'unrelaxed_formation_potential_energy_fcc', 'extr_stack_fault_energy_fcc']",-343.20429996196606,119.06688097522147
2397,"['c12_sc', 'vacancy_migration_energy_fcc', 'unstable_stack_energy_fcc']",-343.27871514769413,168.86855040128444
2306,"['c44_sc', 'c44_fcc', 'extr_stack_fault_energy_fcc']",-343.64109108152746,144.66162214966872
842,"['surface_energy_100_fcc', 'c44_fcc', 'extr_stack_fault_energy_fcc']",-344.70262264475315,121.71071480928352
2591,"['c44_fcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-344.7896528886922,181.4908732127624
2630,"['c44_fcc', 'c12_fcc', 'extr_stack_fault_energy_fcc']",-345.0570048119768,114.805254694067
2649,"['c44_fcc', 'extr_stack_fault_energy_fcc', 'bulk_modulus_sc']",-345.297051367135,111.83954312356526
2644,"['c44_fcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-345.5577995074526,115.90220820756065
2592,"['c44_fcc', 'ideal_surface_energy_100_fcc', 'extr_stack_fault_energy_fcc']",-346.59171643181145,103.4411920441801
2186,"['c12_bcc', 'c44_fcc', 'extr_stack_fault_energy_fcc']",-346.84070223895316,129.4685854385367
976,"['bulk_modulus_bcc', 'c44_bcc', 'c44_fcc']",-348.20090473591557,112.81206188581925
1092,"['bulk_modulus_bcc', 'c44_fcc', 'unrelaxed_formation_potential_energy_fcc']",-348.4673426280435,126.86870208606211
2610,"['c44_fcc', 'cohesive_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-348.84799883678755,124.88273941492535
2646,"['c44_fcc', 'extr_stack_fault_energy_fcc', 'lattice_constant_sc']",-348.8552479864984,123.19435695139876
2613,"['c44_fcc', 'cohesive_energy_fcc', 'extr_stack_fault_energy_fcc']",-348.91139815311027,105.24443731968285
447,"['c11_bcc', 'c44_bcc', 'c44_fcc']",-349.72451206152124,105.10642101391956
1815,"['lattice_constant_bcc', 'thermal_expansion_coeff_fcc', 'c44_fcc']",-349.9022495146949,133.73971923268076
1894,"['lattice_constant_bcc', 'c44_fcc', 'unrelaxed_formation_potential_energy_fcc']",-349.9082956242443,123.06344944086884
1487,"['bulk_modulus_fcc', 'c44_sc', 'c44_fcc']",-350.39511008041376,135.75429480246896
1723,"['c44_bcc', 'c44_fcc', 'unrelaxed_formation_potential_energy_fcc']",-350.8862436247275,131.70879790480066
2653,"['c44_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxation_volume_fcc']",-351.27043352365615,112.86345574253495
1724,"['c44_bcc', 'c44_fcc', 'c12_fcc']",-351.45540283067334,136.63068602927984
2623,"['c44_fcc', 'unrelaxed_formation_potential_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-351.6963285281007,133.65384666337903
2703,"['ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc', 'extr_stack_fault_energy_fcc']",-352.18427010862655,164.24869314565177
2628,"['c44_fcc', 'unrelaxed_formation_potential_energy_fcc', 'bulk_modulus_sc']",-352.7243760479902,121.32236389096342
2406,"['c12_sc', 'c44_fcc', 'relaxed_formation_potential_energy_fcc']",-352.72466653956457,138.7674805200582
2052,"['thermal_expansion_coeff_fcc', 'c44_fcc', 'c11_sc']",-352.96175679691044,129.1517953709192
551,"['c11_bcc', 'vacancy_migration_energy_fcc', 'c12_fcc']",-353.0266209126654,144.66969114626778
563,"['c11_bcc', 'c44_fcc', 'unrelaxed_formation_potential_energy_fcc']",-353.0493448803735,134.93309095107892
1532,"['bulk_modulus_fcc', 'c44_fcc', 'cohesive_energy_fcc']",-353.23759525119425,112.77101402267282
1626,"['c44_bcc', 'lattice_constant_bcc', 'c44_fcc']",-353.2650617084262,130.2842199707354
843,"['surface_energy_100_fcc', 'c44_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-353.7302372528666,125.20481081477749
2047,"['thermal_expansion_coeff_fcc', 'c44_fcc', 'unrelaxed_formation_potential_energy_fcc']",-353.8316794547869,118.3866281451012
